time stamp[ns], 	x[VO], 	y, 	z, 	dx[m/s], 	dy, 	dz, 	qx, 	qy, 	qz, 	qw, 	x[VIVE], 	y, 	z, 	dx[m/s], 	dy, 	dz, 	qx, 	qy, 	qz, 	qw, 	x[VO_uncalibrated], 	y, 	z, 	dx[m/s], 	dy, 	dz, 	qx, 	qy, 	qz, 	qw 
1520792175880802768,	0.0670657,	2.32404,	-0.23722,	0.740294,	-0.16452,	-3.28487,	0.00139013,	0.00106856,	-0.0634301,	0.997985,	0.0233679,	2.33561,	-0.0367976,	0.0239365,	0.0250362,	0.000741196,	-0.00841689,	0.680349,	0.732726,	-0.0129453,	0.121705,	2.30709,	-0.325467,	-0.00678875,	-0.0118168,	-0.0124636,	-0.00646873,	-0.00535813,	-0.0718916,	0.997377
1520792175948959773,	0.0672929,	2.32548,	-0.237357,	0.645955,	-0.148969,	-2.9494,	-0.000266089,	0.0039301,	-0.0553598,	0.998459,	0.0250794,	2.33746,	-0.0365714,	0.0251689,	0.0273422,	0.00332736,	-0.00652127,	0.680441,	0.73262,	-0.0150539,	0.121913,	2.30643,	-0.325694,	0.00304878,	-0.00969369,	-0.00333856,	-0.00543704,	-0.000341933,	-0.0723594,	0.997364
1520792176010817141,	0.0677095,	2.32627,	-0.237162,	0.698855,	-0.183586,	-3.28837,	0.000201977,	0.00906079,	-0.0527389,	0.998567,	0.0283361,	2.34106,	-0.0368176,	0.0533884,	0.0589592,	-0.00403746,	-0.00172381,	0.680297,	0.732665,	-0.0198598,	0.12227,	2.30881,	-0.326007,	0.00585712,	0.0389333,	-0.0051298,	-0.0089589,	0.0035426,	-0.0624682,	0.998
1520792176067646343,	0.0677275,	2.32655,	-0.236818,	0.703417,	-0.259148,	-3.57144,	-0.00170783,	0.013977,	-0.0498435,	0.998658,	0.0300653,	2.34214,	-0.0373357,	0.0308795,	0.0192542,	-0.00925106,	0.000768781,	0.680466,	0.732413,	-0.0231621,	0.122657,	2.30958,	-0.325838,	0.00691345,	0.0137292,	0.00301344,	-0.00824562,	0.00789781,	-0.0616613,	0.998032
1520792176126220074,	0.0673426,	2.32344,	-0.236948,	0.642712,	-0.322395,	-3.44159,	0.00132738,	0.0172036,	-0.0619331,	0.997931,	0.0324999,	2.34144,	-0.0375644,	0.0419761,	-0.0119986,	-0.00394356,	0.00432716,	0.679261,	0.733413,	-0.0262782,	0.1227,	2.31017,	-0.325544,	0.00073224,	0.0101495,	0.00506698,	-0.0107073,	0.0129133,	-0.0586746,	0.998136
1520792176185973470,	0.0682402,	2.32293,	-0.237531,	0.605767,	-0.313728,	-3.38926,	0.0024734,	0.0222737,	-0.0642972,	0.997679,	0.0352889,	2.34148,	-0.0378416,	0.04727,	0.000555527,	-0.00469725,	0.00875057,	0.678238,	0.734205,	-0.0293225,	0.122202,	2.30634,	-0.325461,	-0.00842555,	-0.0649404,	0.00140243,	-0.00607443,	0.0158366,	-0.0707623,	0.997349
1520792176254903764,	0.0688385,	2.3226,	-0.237261,	0.493377,	-0.277634,	-2.93264,	0.00252467,	0.0297081,	-0.0641835,	0.997493,	0.0413276,	2.34543,	-0.0383421,	0.0888052,	0.0581714,	-0.00736018,	0.0175009,	0.682684,	0.729528,	-0.0377463,	0.123133,	2.30565,	-0.326039,	0.013678,	-0.0100881,	-0.00850205,	-0.00430272,	0.0211366,	-0.0732277,	0.997082
1520792176307887951,	0.0695046,	2.32254,	-0.236795,	0.541864,	-0.44025,	-3.8164,	0.000495964,	0.037039,	-0.0647087,	0.997216,	0.0443966,	2.34721,	-0.0380475,	0.0590194,	0.0342478,	0.00566438,	0.0227172,	0.684307,	0.727651,	-0.0416167,	0.123041,	2.2954,	-0.324423,	-0.00175827,	-0.19708,	0.0310751,	0.00667869,	0.027574,	-0.0801573,	0.996378
1520792176365224521,	0.0701811,	2.32596,	-0.236755,	0.452358,	-0.372779,	-3.4861,	-0.00119768,	0.0438888,	-0.0444058,	0.998048,	0.0473828,	2.34788,	-0.0378913,	0.0523882,	0.0117713,	0.00274044,	0.0272988,	0.684265,	0.727312,	-0.0453096,	0.12373,	2.29575,	-0.324005,	0.0120897,	0.00604112,	0.00734661,	0.00427886,	0.0349588,	-0.0804148,	0.996139
1520792176428233522,	0.0700582,	2.32334,	-0.235357,	0.359928,	-0.389573,	-3.13438,	0.000462322,	0.0491516,	-0.0638892,	0.996746,	0.0497629,	2.34692,	-0.0374557,	0.0377791,	-0.015288,	0.00691409,	0.0316942,	0.682905,	0.728175,	-0.0489526,	0.124724,	2.3042,	-0.324715,	0.0157787,	0.13428,	-0.0112695,	-0.00875021,	0.0423822,	-0.0622757,	0.99712
