time stamp[ns], 	x[VO], 	y, 	z, 	dx[m/s], 	dy, 	dz, 	qx, 	qy, 	qz, 	qw, 	x[VIVE], 	y, 	z, 	dx[m/s], 	dy, 	dz, 	qx, 	qy, 	qz, 	qw, 	x[VO_uncalibrated], 	y, 	z, 	dx[m/s], 	dy, 	dz, 	qx, 	qy, 	qz, 	qw 
1520793344575057670,	-0.848155,	2.256,	-0.0478665,	2.57642,	-8.94683,	-27.7226,	-0.0273776,	-0.00459762,	0.0171385,	0.999468,	-0.86619,	2.31863,	0.146192,	0,	0,	0,	-0.0547614,	0.699533,	0.710462,	-0.0538404,	-0.768102,	2.19119,	-0.129551,	0,	0,	0,	-0.0282509,	-0.00454508,	-0.0120671,	0.999518
1520793344582722547,	-0.848155,	2.256,	-0.0478665,	2.57642,	-8.94683,	-27.7226,	-0.0273776,	-0.00459762,	0.0171385,	0.999468,	-0.86619,	2.31863,	0.146192,	0,	0,	0,	-0.0547614,	0.699533,	0.710462,	-0.0538404,	-0.768102,	2.19119,	-0.129551,	0,	0,	0,	-0.0282509,	-0.00454508,	-0.0120671,	0.999518
1520793344592537592,	-0.848155,	2.256,	-0.0478665,	2.00388,	-6.95865,	-21.5621,	-0.0273776,	-0.00459762,	0.0171385,	0.999468,	-0.86619,	2.31863,	0.146192,	0,	0,	0,	-0.0547614,	0.699533,	0.710462,	-0.0538404,	-0.768102,	2.19119,	-0.129551,	0,	0,	0,	-0.0282509,	-0.00454508,	-0.0120671,	0.999518
1520793344601449585,	-0.848411,	2.25513,	-0.0474786,	2.22245,	-7.93741,	-24.2088,	-0.0253263,	-0.00613362,	0.0173662,	0.99951,	-0.867515,	2.31793,	0.146861,	-0.165584,	-0.0874262,	0.0835918,	-0.0563559,	0.699804,	0.710194,	-0.05218,	-0.768044,	2.19042,	-0.129063,	0.00724522,	-0.096647,	0.0610991,	-0.028667,	-0.00567922,	-0.0119569,	0.999501
1520793344610435201,	-0.848434,	2.25509,	-0.0473525,	2.38507,	-7.85511,	-24.2766,	-0.0252857,	-0.00638979,	0.017401,	0.999508,	-0.867515,	2.31793,	0.146861,	0,	0,	0,	-0.0563559,	0.699804,	0.710194,	-0.05218,	-0.768302,	2.19008,	-0.129029,	-0.0322344,	-0.0425179,	0.00417271,	-0.0266976,	-0.00619201,	-0.0120927,	0.999551
1520793344623742756,	-0.848434,	2.25509,	-0.0473525,	1.46774,	-4.83391,	-14.9395,	-0.0252857,	-0.00638979,	0.017401,	0.999508,	-0.867515,	2.31793,	0.146861,	0,	0,	0,	-0.0563559,	0.699804,	0.710194,	-0.05218,	-0.768302,	2.19008,	-0.129029,	0,	0,	0,	-0.0266976,	-0.00619201,	-0.0120927,	0.999551
1520793344632905209,	-0.848434,	2.25509,	-0.0473525,	2.12006,	-6.98232,	-21.5792,	-0.0252857,	-0.00638979,	0.017401,	0.999508,	-0.867515,	2.31793,	0.146861,	0,	0,	0,	-0.0563559,	0.699804,	0.710194,	-0.05218,	-0.768302,	2.19008,	-0.129029,	0,	0,	0,	-0.0266976,	-0.00619201,	-0.0120927,	0.999551
1520793344644638131,	-0.848434,	2.25509,	-0.0473525,	1.7346,	-5.7128,	-17.6557,	-0.0252857,	-0.00638979,	0.017401,	0.999508,	-0.867515,	2.31793,	0.146861,	0,	0,	0,	-0.0563559,	0.699804,	0.710194,	-0.05218,	-0.768302,	2.19008,	-0.129029,	0,	0,	0,	-0.0266976,	-0.00619201,	-0.0120927,	0.999551
1520793344655577523,	-0.848552,	2.25484,	-0.0465089,	1.89631,	-6.30898,	-19.337,	-0.0268655,	-0.00899395,	0.0154476,	0.999479,	-0.869534,	2.31699,	0.148098,	-0.201881,	-0.094489,	0.123697,	-0.0569683,	0.698827,	0.711368,	-0.0484854,	-0.768506,	2.18942,	-0.128575,	-0.0203663,	-0.0658177,	0.0454375,	-0.0257387,	-0.00815964,	-0.012958,	0.999551
1520793344665162841,	-0.848552,	2.25484,	-0.0464851,	2.33129,	-6.9053,	-21.6203,	-0.0268586,	-0.00902979,	0.0154311,	0.999479,	-0.869534,	2.31699,	0.148098,	0,	0,	0,	-0.0569683,	0.698827,	0.711368,	-0.0484854,	-0.76853,	2.18963,	-0.128428,	-0.00264365,	0.0232059,	0.016354,	-0.0270867,	-0.00870848,	-0.0134863,	0.999504
