time stamp[ns], 	x[VO], 	y, 	z, 	dx[m/s], 	dy, 	dz, 	qx, 	qy, 	qz, 	qw, 	x[VIVE], 	y, 	z, 	dx[m/s], 	dy, 	dz, 	qx, 	qy, 	qz, 	qw, 	x[VO_uncalibrated], 	y, 	z, 	dx[m/s], 	dy, 	dz, 	qx, 	qy, 	qz, 	qw 
1520793640848598884,	-0.788577,	2.02538,	0.0110278,	0.228588,	-3.96951,	-13.8697,	-0.0295768,	0.0240877,	-0.00421317,	0.999263,	-0.791778,	2.08095,	0.205204,	0,	0,	0,	-0.0230635,	0.700359,	0.710503,	-0.0644183,	-0.714607,	1.96661,	-0.0642715,	0,	0,	0,	-0.0294604,	0.024033,	-0.0341397,	0.998694
1520793640865579114,	-0.794319,	2.02406,	0.0111449,	-0.158867,	-3.55572,	-12.1287,	-0.0326676,	0.022985,	-0.0051936,	0.999188,	-0.798084,	2.0807,	0.205571,	-0.394142,	-0.0157497,	0.0229508,	-0.0217826,	0.701931,	0.709308,	-0.0608347,	-0.7197,	1.96625,	-0.0642881,	-0.318337,	-0.0222051,	-0.00103687,	-0.0320261,	0.0232952,	-0.0340826,	0.998634
1520793640880273420,	-0.794319,	2.02406,	0.0111449,	0.268886,	-4.04568,	-13.8876,	-0.0326676,	0.022985,	-0.0051936,	0.999188,	-0.798084,	2.0807,	0.205571,	0,	0,	0,	-0.0217826,	0.701931,	0.709308,	-0.0608347,	-0.720027,	1.96623,	-0.0642652,	-0.0233203,	-0.00110812,	0.00163514,	-0.0322652,	0.0231952,	-0.0342546,	0.998623
1520793640888714976,	-0.794319,	2.02406,	0.0111449,	0.470551,	-7.07995,	-24.3033,	-0.0326676,	0.022985,	-0.0051936,	0.999188,	-0.798084,	2.0807,	0.205571,	0,	0,	0,	-0.0217826,	0.701931,	0.709308,	-0.0608347,	-0.720027,	1.96623,	-0.0642652,	0,	0,	0,	-0.0322652,	0.0231952,	-0.0342546,	0.998623
1520793640902148716,	-0.799366,	2.02432,	0.0118383,	-0.0986161,	-4.33667,	-14.9025,	-0.0350751,	0.0206032,	-0.0100048,	0.999122,	-0.805106,	2.08019,	0.206864,	-0.540136,	-0.0392251,	0.0994125,	-0.0208687,	0.703934,	0.707843,	-0.0547764,	-0.724921,	1.96365,	-0.0634224,	-0.376508,	-0.198701,	0.0648325,	-0.0330874,	0.0208002,	-0.0342578,	0.998649
1520793640916618527,	-0.799803,	2.02328,	0.0119682,	0.378776,	-4.06497,	-13.9211,	-0.0340405,	0.0200964,	-0.00953223,	0.999173,	-0.805106,	2.08019,	0.206864,	0,	0,	0,	-0.0208687,	0.703934,	0.707843,	-0.0547764,	-0.726015,	1.96641,	-0.0635163,	-0.0781333,	0.196917,	-0.00670921,	-0.0353496,	0.020433,	-0.0389734,	0.998406
1520793640929145073,	-0.799803,	2.02328,	0.0119682,	0.441906,	-4.74247,	-16.2413,	-0.0340405,	0.0200964,	-0.00953223,	0.999173,	-0.805106,	2.08019,	0.206864,	0,	0,	0,	-0.0208687,	0.703934,	0.707843,	-0.0547764,	-0.726015,	1.96641,	-0.0635163,	0,	0,	0,	-0.0353496,	0.020433,	-0.0389734,	0.998406
1520793640943145443,	-0.799803,	2.02328,	0.0119682,	0.378776,	-4.06497,	-13.9211,	-0.0340405,	0.0200964,	-0.00953223,	0.999173,	-0.805106,	2.08019,	0.206864,	0,	0,	0,	-0.0208687,	0.703934,	0.707843,	-0.0547764,	-0.726015,	1.96641,	-0.0635163,	0,	0,	0,	-0.0353496,	0.020433,	-0.0389734,	0.998406
1520793640956688901,	-0.805576,	2.01825,	0.0136791,	-0.0361559,	-4.7644,	-14.8603,	-0.0341363,	0.016631,	-0.0140659,	0.99918,	-0.812659,	2.07929,	0.208623,	-0.581016,	-0.0693819,	0.135323,	-0.021852,	0.704978,	0.707196,	-0.049022,	-0.730004,	1.96608,	-0.0622043,	-0.30684,	-0.0249069,	0.100921,	-0.0370822,	0.0175077,	-0.0425256,	0.998253
1520793640971630175,	-0.80567,	2.01849,	0.013689,	0.499171,	-4.34286,	-13.9238,	-0.0343671,	0.0165823,	-0.0141262,	0.999172,	-0.812659,	2.07929,	0.208623,	0,	0,	0,	-0.021852,	0.704978,	0.707196,	-0.049022,	-0.731356,	1.96334,	-0.0618115,	-0.0965415,	-0.195975,	0.0280591,	-0.0357755,	0.0168502,	-0.0430301,	0.998291
1520793640985328828,	-0.80567,	2.01849,	0.013689,	0.537569,	-4.67693,	-14.9949,	-0.0343671,	0.0165823,	-0.0141262,	0.999172,	-0.812659,	2.07929,	0.208623,	0,	0,	0,	-0.021852,	0.704978,	0.707196,	-0.049022,	-0.731356,	1.96334,	-0.0618115,	0,	0,	0,	-0.0357755,	0.0168502,	-0.0430301,	0.998291
1520793641000702969,	-0.80567,	2.01849,	0.013689,	0.465893,	-4.05334,	-12.9956,	-0.0343671,	0.0165823,	-0.0141262,	0.999172,	-0.812659,	2.07929,	0.208623,	0,	0,	0,	-0.021852,	0.704978,	0.707196,	-0.049022,	-0.731356,	1.96334,	-0.0618115,	0,	0,	0,	-0.0357755,	0.0168502,	-0.0430301,	0.998291
1520793641023240424,	-0.811085,	2.02083,	0.0155383,	0.0715239,	-2.65722,	-8.77657,	-0.0372998,	0.011812,	-0.0136159,	0.999142,	-0.820913,	2.07803,	0.210931,	-0.375172,	-0.0570119,	0.104898,	-0.0242817,	0.705589,	0.706848,	-0.0438187,	-0.73735,	1.9638,	-0.0602253,	-0.272465,	0.0207656,	0.0721003,	-0.0391777,	0.0122637,	-0.0408799,	0.99832
1520793641035929230,	-0.811085,	2.02083,	0.0155383,	0.818943,	-4.76705,	-16.2827,	-0.0372998,	0.011812,	-0.0136159,	0.999142,	-0.820913,	2.07803,	0.210931,	0,	0,	0,	-0.0242817,	0.705589,	0.706848,	-0.0438187,	-0.737353,	1.9638,	-0.0602228,	-0.000224417,	0.000208895,	0.000207672,	-0.0391751,	0.0122591,	-0.0408963,	0.99832
1520793641047333701,	-0.811085,	2.02083,	0.0155383,	0.893392,	-5.20042,	-17.7629,	-0.0372998,	0.011812,	-0.0136159,	0.999142,	-0.820913,	2.07803,	0.210931,	0,	0,	0,	-0.0242817,	0.705589,	0.706848,	-0.0438187,	-0.737353,	1.9638,	-0.0602228,	0,	0,	0,	-0.0391751,	0.0122591,	-0.0408963,	0.99832
